,st_areasha
2804,631697.810534
2805,737230.978594
2806,2342006.566312
2807,2133968.6524865
2808,1115616.561577
2809,1374734.5319825
2810,1195065.8949395
2811,2459328.798184
2812,1722368.8751105
2813,1253185.46283
2814,2942700.0960005
2815,1155496.9688965
2816,2924514.756598
2817,2594852.495453
2818,5211975.769918
2819,2875414.227617
2820,2052127.1379315
2821,2855962.08475
2822,2763133.4955355
2823,1281640.384877
2824,228758104.61590657
2825,7021415.283067
2826,28328093.121224
2827,230413582.2123129
2828,213459442.86660996
2829,210070020.57256553
2830,144811466.0150175
2831,53496682.4892785
2832,78689098.904778
2833,5629907.996433
2834,14380020.6909355
2835,3195785.0667645
2836,2693360.7702055
2837,1966562.2429195
2838,2978213.69171
2839,36832982.8390585
2840,1637588.6386255
2841,152486877.3189925
2842,46079501.4459525
2843,276059253.721342
2844,225579194.22670007
2845,8939452.562092
2846,206220714.83447447
2847,2195919.442563
2848,98555734.501177
2849,1941074.5661395
2850,25111821.673721
2851,3682249.0577605
2852,2480742.2718535
2853,3290823.1068085
2854,2602990.993112
2855,6392268.289253
2856,97083059.9739125
2857,2460905.457999
2858,2293976.190073
2859,1849506.614685
2860,4807620.907021
2861,4283710.6056815
2862,8326829.435185
2863,3230703.9391095
2864,6315078.9651195
2865,3028698.5013495
2866,1522251.327718
2867,1422858.5795325
2868,2654778.917827
2869,4763299.5868895
2870,4096886.485156
2871,4182590.372976
2872,1717282.9791985
2873,5612173.683643
2874,2472067.604651
2875,2256768.9023555
2876,3660626.4411955
2877,1914518.552713
2878,2985273.440769
2879,1423148.809202
2880,2625499.105681
2881,2961962.73124
2882,1159502.8855455
2883,3678482.4013205
2884,3935196.75687
2885,3876263.989414
2886,3748419.465727
2887,2816799.502591
2888,1958455.5018735
2889,3143960.968077
2890,1605154.4926755
2891,2025288.2927405
2892,3513154.0879505
2893,1971918.7001225
2894,1762635.089685
2895,2500571.594329
2896,1852513.030833
2897,1380379.777762
2898,923881.2150995
2899,3561396.309009
2900,3654293.1238345
2901,3467155.355848
2902,1952853.666493
2903,3039542.8477165
2904,5295141.0486745
2905,1993362.512442
2906,4849444.68168
2907,1748712.48208
2908,1966566.2686065
2909,871308.6683055
2910,3752602.1611445
2911,1861419.2206575
2912,1296848.653433
2913,82700033.2130615
2914,1554132.137464
2915,6287976.8815635
2916,940398.9913515
2917,962427.7098075
2918,1347769.1047425
2919,46578070.7979115
2920,2056642.0626075
2921,2735248.6709105
2922,1310772.7038795
2923,35077110.765525
2924,76876062.3145965
2925,40427790.5995035
2926,14947622.904974
2927,6133511.933015
2928,3075220.685735
2929,2392899.8901255
2930,2111533.998894
2931,3474572.1528315
2932,2761766.7015595
2933,10876414.0989575
2934,1539322.505772
2935,1074117.0967
2936,1379015.570604
2937,2723503.902115
2938,7409412.495066
2939,2533390.910653
2940,1071631.898143
2941,1278439.6298915
2942,2557643.161727
2943,1731081.718338
2944,3204259.936239
2945,4531217.9010765
2946,1534728.7567605
2947,1264225.036565
2948,1008016.648141
2949,1732355.4440255
2950,1226064.188749
2951,1702629.2516455
2952,777027.2385245
2953,1257816.616025
2954,803127.514203
2955,830704.8875995
2956,935249.5639475
2957,1154930.197611
2958,1331329.6872845
2959,1130106.8364625
2960,2469856.8379075
2961,1370249.4485465
2962,632282.790824
2963,1793751.5581755
2964,1901858.368272
2965,891568.428888
2966,3135220.5050325
2967,1478828.5651875
2968,957306.4136165
2969,1745700.2472755
2970,1434404.8177295
2971,2444261.0411485
2972,1417056.750036
2973,1818353.1518365
2974,2391850.706638
2975,2643042.3379885
2976,1638343.5899315
2977,3058272.008326
2978,1184240.3441105
2979,1271042.5158435
2980,1708602.200576
2981,2093581.78354
2982,2609317.9238385
2983,2592161.6423565
2984,3456817.7143655
2985,18098585.5954835
2986,6781324.8494365
2987,60567994.9545915
2988,1941095.2966415
2989,9468571.355384
2990,2480219.2104695
2991,4081229.7328115
2992,27833689.9995785
2993,35674487.9751225
2994,52733868.1374605
2995,38447208.0716975
2996,1942112.6194205
2997,2069603.7669845
2998,2700875.313812
2999,3121344.5849535
3000,2022116.342861
3001,1961267.66311
3002,1900417.469863
3003,32504468.3755425
3004,39374372.9030425
3005,3262716.5977505
3006,21383098.120731
3007,13938908.572627
3008,56633890.2469825
3009,73877873.6110705
3010,44473948.8461095
3011,5143985.967108
3012,1269317.16044
3013,5073989.725808
3014,2765643.507918
3015,1973268.4500195
3016,4330231.2886125
3017,1746194.7857205
3018,8461149.22215
3019,1363052.5068085
3020,1803890.2560755
3021,7529506.14731
3022,10063819.5311745
3023,4081131.518018
3024,31768146.9559015
3025,1488198.987058
3026,3408188.803062
3027,1503446.8476665
3028,1183068.2128185
3029,170290751.4309825
3030,1362539.726747
3031,1544876.4569665
3032,1376649.19994
3033,1682789.963691
3034,3499029.5745365
3035,3940484.5742245
3036,3192638.298231
3037,4789926.3443455
3038,3612177.58076
3039,2750926.9955695
3040,2768417.941724
3041,3275204.018954
3042,5080431.2431965
3043,1908614.188155
3044,2073875.7022735
3045,2202208.066115
3046,1870512.5280025
3047,2718675.853468
3048,1869551.060225
3049,1773434.791567
3050,1933909.5139495
3051,2633517.0632785
3052,4216308.391695
3053,1945036.168603
3054,1383094.497507
3055,1294382.3921105
3056,3671966.578996
3057,822194.805631
3058,2369419.682664
3059,1906074.1095245
3060,904502.6103035
3061,1217378.2334895
3062,825374.3312435
3063,2083517.36469
3064,1528994.458688
3065,1957601.261078
3066,2270643.9750425
3067,4700732.5125605
3068,7860035.689078
3069,2402355.514775
3070,1961118.0378415
3071,4333220.4703535
3072,4161812.2652565
3073,1595089.9145595
3074,1175224.6592585
3075,738542.1854195
3076,1474958.202867
3077,4046505.0465575
3078,2749201.8743505
3079,1419479.8359885
3080,11038177.640131
3081,1751732.637296
3082,3065223.787284
3083,9889743.2950525
3084,3307000.342793
3085,2899869.1697615
3086,2561768.773804
3087,2327757.659253
3088,2209016.874769
3089,3153676.323098
3090,2157599.0653755
3091,1431511.522849
3092,2007254.1605705
3093,2643508.906993
3094,1196102.7837385
3095,1773075.444864
3096,3166677.028299
3097,2906225.33234
3098,1216615.788338
3099,1463149.970361
3100,1646583.5805535
3101,1549975.490138
3102,1870428.5903035
3103,1446305.106683
3104,988127.740458
3105,4058260.7809925
3106,1910206.126951
3107,14309916.9514475
3108,3090935.939875
3109,6129535.9033055
3110,3204279.3203375
3111,1919381.9315085
3112,3688397.8772255
3113,2658462.10176
3114,2455508.1075385
3115,2507687.245959
3116,1323334.161703
3117,2342679.9080285
3118,2136217.457316
3119,2482270.4231845
3120,3275145.4798315
3121,2857670.0447185
3122,2119835.1808975
3123,3115643.7972315
3124,5148543.5577755
3125,31192583.873127
3126,1435611.139042
3127,1464309.260419
3128,3103672.384797
3129,1262238.073238
3130,1422576.8821615
3131,97622275.4681825
3132,5534865.3463485
3133,2000691.5855795
3134,1658898.2357375
3135,4809862.768754
3136,1906008.546917
3137,2876882.0433395
3138,943151.190932
3139,1163301.373886
3140,1845324.5028455
3141,1805341.9132405
3142,991624.159753
3143,1374971.1672165
3144,2229828.3959235
3145,2692151.411419
3146,2942483.6239205
3147,5535437.7773
3148,45718046.037214
3149,25822086.7294475
3150,1980510.116598
3151,41509538.620171
3152,68683562.5258595
3153,95397459.876786
3154,2995549.5451715
3155,3614716.2201055
3156,1986405.8185855
3157,2077056.257042
3158,2422477.437732
3159,2045689.764762
3160,1877045.705434
3161,8726237.2639915
3162,2171911.9081315
3163,5679432.9987365
3164,2476310.433367
3165,2714651.3516275
3166,40206472.046628
3167,10131339.8234955
3168,2512527.425691
3169,2085517.903191
3170,1842443.850506
3171,1194695.2241365
3172,1275087.387905
3173,1800302.3153265
3174,2005125.1539245
3175,2258322.2316225
3176,2863420.436565
3177,1679851.1509745
3178,1385477.7765155
3179,1696562.030963
3180,2436305.118776
3181,1627356.5456905
3182,5546292.283858
3183,1389009.200846
3184,2526118.6526
3185,914047.4258275
3186,1995617.6736365
3187,1530126.676
3188,2581969.8710995
3189,2727903.2048
3190,2244185.6453715
3191,2939417.586092
3192,2635400.5586495
3193,2494404.6925545
3194,2257099.3851005
3195,3513847.097908
3196,917040.170827
3197,3060292.2601605
3198,4665897.026101
3199,1603659.931138
3200,1522471.1781795
3201,1617391.393867
3202,3815666.1876355
3203,1243409.442478
3204,1635513.2476445
3205,2762818.835289
3206,2853967.607658
3207,20594971.5251345
3208,1997081.807795
3209,1789908.247354
3210,47239830.835156
3211,6530622.0490945
3212,14693840.900549
3213,3092089.9837105
3214,8834536.968099
3215,3497019.6677535
3216,2154830.114444
3217,3645242.6969365
3218,17233603.0396615
3219,2017120.4050475
3220,11775075.690699
3221,2082965.8646995
3222,1095168.34673
3223,11294567.759377
3224,51764024.9515535
3225,25531031.488808
3226,27972687.314782
3227,4789991.143208
3228,1641291.006885
3229,1291647.616314
3230,3558951.5148155
3231,1296788.9386415
3232,778806.8117915
3233,1616593.309168
3234,2579452.012438
3235,832620.0457025
3236,940377.6204315
3237,1466794.6242925
3238,2288617.0460635
3239,715813.823221
3240,934499.1998275
3241,1625597.6659735
3242,1800011.895485
3243,854091.3644685
3244,722831.630099
3245,898015.608021
3246,4854595.911986
3247,5009989.9903185
3248,2135549.707829
3249,1550559.07867
3250,1971507.359941
3251,15124052.103705
3252,1178550.771315
3253,2935160.3512015
3254,5000667.3569175
3255,4005170.5011345
3256,2390798.337887
3257,1190086.598696
3258,4097918.8247755
3259,1617660.4220905
3260,1328384.4736575
3261,1668587.395557
3262,24699858.7089925
3263,20990599.088195
3264,2475681.981159
3265,1724043.1317365
3266,17288284.049403
3267,2257764.6059045
3268,3007576.582368
3269,1084821.913017
3270,5424519.960326
3271,1876587.7610565
3272,1158699.0755855
3273,4825551.125782
3274,14343170.657109
3275,3971966.404856
3276,4225596.213093
3277,121643192.278571
3278,91780343.661595
3279,42654567.942932
3280,12134702.787279
3281,2524200.026265
3282,3192039.045959
3283,56908966.257717
3284,1682726.141628
3285,27700795.989818
3286,27546649.648007
3287,88237896.117966
3288,11419934.73732
3289,1638472.0743925
3290,3362197.342224
3291,17098158.8297995
3292,1336050.4678555
3293,6290783.05498
3294,132782620.614546
3295,12593869.8882655
3296,1823863.081835
3297,3565754.6826485
3298,36240937.1929155
3299,2934698.9903285
3300,2920928.604354
3301,2164603.4087185
3302,1498792.319785
3303,1986316.639332
3304,1659891.4857505
3305,2831919.4543595
3306,1271635.684796
3307,1733870.0630625
3308,1161302.811753
3309,2537424.398765
3310,984200.229505
3311,2807207.636189
3312,1432874.7147205
3313,3300104.814932
3314,1855099.81213
3315,4749810.32295
3316,2559587.1974855
3317,1719773.9098635
3318,2309744.4968735
3319,2193966.6299685
3320,1572509.2548775
3321,1898657.05131
3322,1434677.597142
3323,2085015.2473265
3324,3697581.806323
3325,2119725.543576
3326,2022801.3964245
3327,2917307.591938
3328,1577514.5581465
3329,1357466.3692615
3330,5615334.2604225
3331,4107099.35048
3332,70562586.048995
3333,1156365.559476
3334,5257803.667794
3335,2557291.965007
3336,3527225.779841
3337,1673732.7971325
3338,5294937.052905
3339,25768695.773907
3340,8220006.744334
3341,12949947.174637
3342,2390994.1695415
3343,1977774.3006565
3344,1743761.502949
3345,9078257.748464
3346,22803301.595009
3347,9371588.413394
3348,9951723.2421545
3349,30098378.921815
3350,6170363.1505465
3351,6230974.847847
3352,5866808.836652
3353,1753421.9549515
3354,3276272.928512
3355,2503247.7963995
3356,2970354.8128915
3357,5389775.9464475
3358,20316587.3015285
3359,1635770.8256755
3360,7285647.1736025
3361,2850686.380567
3362,2859657.1146495
3363,6050808.7572235
3364,4835796.4049625
3365,26086820.4565545
3366,21443453.319026
3367,11612792.9863725
3368,9724520.335256
3369,52181665.6938425
3370,128158981.308878
3371,4056124.008791
3372,3319900.762553
3373,2914081.0998665
3374,1944986.969437
3375,3510706.955157
3376,2129998.323056
3377,2815198.2381235
3378,5560684.7007015
3379,2016738.3969005
3380,1923522.4539465
3381,1832414.096011
3382,5561829.843105
3383,3239710.8888445
3384,4152814.991353
3385,9985507.593851
3386,2066728.343383
3387,14485338.6506925
3388,3654658.911624
3389,1793623.1808625
3390,3798565.238072
3391,6810747.026471
3392,19913464.2692215
3393,2550922.6386445
3394,1973904.5229065
3395,1730799.3416645
3396,4113069.870781
3397,2068523.832609
3398,1832628.281906
3399,2387514.925565
3400,4157164.6714895
3401,3177501.7730975
3402,6028378.6811865
3403,10263969.1768015
3404,1688510.6377975
3405,5672852.797743
3406,5699141.4002925
3407,2388159.3424135
3408,3589500.8038485
3409,3065657.132786
3410,696052.6520965
3411,1841561.465905
3412,1213121.896564
3413,1910943.614281
3414,1153411.0563305
3415,583692.4045665
3416,746565.207295
3417,8420320.3927205
3418,859564.3280815
3419,740547.944669
3420,816477.8696075
3421,1600153.366685
3422,470604.7032495
3423,802380.501886
3424,454420.340921
3425,3641359.495006
3426,467939.741047
3427,1352659.48327
3428,826433.1880205
3429,442512.1615795
3430,647520.160248
3431,776309.6442895
3432,2619824.887742
3433,8037535.748115
3434,1882461.5344185
3435,2001080.9404325
3436,2251759.7092345
3437,3852771.6666155
3438,1495942.4993245
3439,1697658.375593
3440,3845709.35956
3441,788110.1307535
3442,1339873.212778
3443,838727.2237345
3444,638856.4158865
3445,1155201.909875
3446,1509787.3950685
3447,962240.014403
3448,2589444.8710645
3449,2550484.5905505
3450,683519.2947725
3451,567898.6803975
3452,582103.846723
3453,486151.3753775
3454,571874.9478325
3455,1853844.997784
3456,1812814.014521
3457,539927.3395285
3458,2694071.661147
3459,1729278.463398
3460,1889268.1614405
3461,1088919.637325
3462,1093402.8824555
3463,1842596.645722
3464,1562323.803173
3465,1561007.234313
3466,1641671.511009
3467,1183751.7615505
3468,2465318.5331645
3469,2464011.2543395
3470,992535.9836585
3471,1441042.2330375
3472,1057916.1785275
3473,1363479.9148015
3474,622540.6652335
3475,1256521.30046
3476,2676241.7054195
3477,950162.2167335
3478,2027271.929089
3479,1557792.302414
3480,1582056.6752805
3481,1339889.2746995
3482,1474209.9577895
3483,1571969.1877635
3484,1051572.559617
3485,1309702.451833
3486,2115839.209868
3487,1380027.2222815
3488,1740728.9984015
3489,1157604.555005
3490,1580605.530193
3491,11116250.500525
3492,11055316.315556
3493,1357640.268901
3494,12053676.603484
3495,15222301.4501535
3496,2940610.419587
3497,22539175.108445
3498,7437762.4435665
3499,16413796.0988975
3500,24989834.1734445
3501,27547561.457714
3502,90322014.6879845
3503,18501315.6570175
3504,19971812.803874
3505,6201438.323177
3506,75254443.798749
3507,15736712.7525485
3508,1098963.952629
3509,16521862.4802755
3510,62696873.8995445
3511,76488610.6183935
3512,6098686.648138
3513,12714414.7161805
3514,40784881.8848415
3515,42829113.1005305
3516,75813498.1939045
3517,23647544.9377525
3518,39465936.7839515
3519,14926335.415773
3520,24011228.001779
3521,11623356.8362655
3522,3702006.645602
3523,10544239.650831
3524,39807561.6530045
3525,103558715.723253
3526,114537198.430395
3527,43707663.5335085
3528,114483341.316407
3529,2265115.9856835
3530,2423732.1564035
3531,2450040.3767755
3532,13491571.651656
3533,1748266.7665705
3534,2379787.555951
3535,3527604.748605
3536,1625133.0467745
3537,1837321.6909745
3538,4226019.355941
3539,2253241.873702
3540,1886045.1539175
3541,976112.1779665
3542,6361927.378711
3543,36324922.941997
3544,16338844.5476215
3545,34050770.101275
3546,65896988.5904805
3547,4238928.4211295
3548,1777985.4177675
3549,4013542.535692
3550,2106436.52927
3551,4116532.121862
3552,4716601.258515
3553,8394252.2220675
3554,2225061.30706
3555,2424615.5187195
3556,2012801.3090955
3557,1239548.889671
3558,1285589.763197
3559,43098236.00649
3560,31219087.6440245
3561,70373042.2461535
3562,3471226.73851
3563,65795740.6326235
3564,145242313.301752
3565,25977226.5850625
3566,84297054.883436
3567,68011995.1734445
3568,108902479.2223745
3569,59274678.3998305
3570,96730668.824
3571,1916063.005263
3572,9887265.1010765
3573,1745287.256412
3574,1499402.8103355
3575,1393721.834738
3576,1640545.0475795
3577,2549534.9439215
3578,1437489.5237715
3579,1906736.8858885
3580,980187.6087715
3581,35147165.2228275
3582,50884275.506364
3583,39419433.0653205
3584,24232198.2824335
3585,71610184.668771
3586,3642760.399154
3587,3795382.135307
3588,6741143.9146205
3589,19246297.91416
3590,6471574.594335
3591,16906044.382727
3592,9119402.40636
3593,12955465.095022
3594,9181182.0726575
3595,6926758.322105
3596,19658894.95707
3597,13602304.4123575
3598,13308670.1719825
3599,16391099.115883
3600,24055407.7997575
3601,34390271.4293905
3602,2125422.0224445
3603,17766079.687702
3604,10635805.5981205
3605,61179169.1192565
3606,18788862.025548
3607,26681344.7020075
3608,5955267.688977
3609,109430843.590764
3610,2548326.593135
3611,4338772.170372
3612,954029.190804
3613,1213077.286796
3614,3380488.545933
3615,1107129.137897
3616,1775611.322533
3617,4568387.1562465
3618,4185170.908515
3619,7227808.419493
3620,4346011.599006
3621,7288519.220402
3622,32781327.7908925
3623,5115449.7329215
3624,4882594.523124
3625,2015856.580472
3626,1569456.4558585
3627,1501201.5898925
3628,2605093.9367795
3629,1518813.7434585
3630,3414894.167345
3631,3953077.2196835
3632,6138002.240359
3633,1052327.785771
3634,1491536.350462
3635,1934861.5753625
3636,3664866.3470495
3637,7332591.681692
3638,4516637.0888665
3639,73957901.228807
3640,103775202.891
3641,10467845.085977
3642,48785769.518686
3643,89840834.0164145
3644,68643401.4985875
3645,69143938.401555
3646,25638467.739719
3647,84363494.254213
3648,51071243.5538615
3649,2590686.642315
3650,16098318.623568
3651,147299017.9439455
3652,29415286.160132
3653,10813228.341295
3654,15257478.5517935
3655,92554880.387355
3656,33218753.8990055
3657,86965683.486121
3658,61162630.209932
3659,31736725.219342
3660,81885036.725133
3661,64390237.6222375
3662,87870858.3685325
3663,49995568.4815915
3664,131980694.5788655
3665,25676883.472207
3666,3451436.335686
3667,1801851.3390965
3668,52713673.533705
3669,5202283.7329435
3670,4648139.6452405
3671,4204711.613518
3672,19828016.9551565
3673,165478933.8655585
3674,39446038.028013
3675,53907001.2839485
3676,77448559.362242
3677,3289461.686976
3678,2549163.8313625
3679,2974915.3548075
3680,2073707.8884675
3681,33888446.4899805
3682,34787035.308246
3683,36225677.180442
3684,32647766.1370595
3685,24814961.9389505
3686,14486394.7485585
3687,28297898.621761
3688,31723226.7361415
3689,48967993.06632
3690,46037497.6841865
3691,15798202.279751
3692,81103875.3381175
3693,37567503.151415
3694,7710114.8879845
3695,121675889.0925045
3696,75872653.1181835
3697,64117391.5579235
3698,75523284.05545
3699,56606383.565765
3700,43986818.247071
3701,2589934.294292
3702,4193723.1059825
3703,1482315.190005
3704,1532561.1413515
3705,18921872.312387
3706,1539297.3877455
3707,1367710.89636
3708,4389496.4005275
3709,1561491.324503
3710,19519706.9168315
3711,7320904.350902
3712,5228252.0150145
3713,1324731.736944
3714,144401957.826293
3715,132076521.6432655
3716,72780004.4912295
3717,5152122.883956
3718,2224588.9771765
3719,5764307.523553
3720,5644209.7503735
3721,2647601.861354
3722,3168764.3636165
3723,11108036.086639
3724,4639980.720488
3725,6844270.236273
3726,3544617.490317
3727,78406358.1399575
3728,5275311.809788
3729,3801553.0442655
3730,1277064.427557
3731,4150968.310944
3732,1717361.859747
3733,4001298.4403795
3734,3893151.9320795
3735,2217491.0451495
3736,40382077.321296
3737,1027267.485164
3738,4531144.8741405
3739,1667364.984102
3740,5466770.0635465
3741,2821474.4510775
3742,160399732.366087
3743,6168559.061275
3744,2261925.3203615
3745,188468582.41328448
3746,12930654.1956795
3747,30030341.732223
3748,2474288.52262
3749,3918227.392939
3750,7045952.360247
3751,1443836.019751
3752,3967763.266935
3753,1178116.599219
3754,20706735.818315
3755,1124081.101958
3756,2209025.4735305
3757,1364707.804535
3758,27936584.3305195
3759,4321284.4760725
3760,3802290.654457
3761,7392266.5783975
3762,2270840.734485
3763,6954883.2747205
3764,162945985.6717505
3765,3429829.084705
3766,4324805.1732425
3767,35662669.141684
3768,5714928.3927675
3769,30169333.250201
3770,5815630.737702
3771,2582601.6307445
3772,3656658.6253125
3773,4588290.2158645
3774,2380364.5786185
3775,2248116.252959
3776,1502103.70276
3777,203766592.44706157
3778,3494563.738422
3779,20879360.980008
3780,75510400.512033
3781,3065117.961982
3782,42993189.8051565
3783,59895596.170661
3784,5849048.870317
3785,8011545.2122695
3786,1728205.805377
3787,2622263.1170365
3788,6805106.400972
3789,37946061.3443355
3790,25060755.533865
3791,6810724.874593
3792,6491039.171332
3793,2273436.5738125
3794,2717862.1090445
3795,3736404.359411
3796,67778368.6725005
3797,23431769.7474245
3798,155462054.183005
3799,35191823.609701
3800,66556542.830686
3801,3411730.5113145
3802,40065181.528471
3803,112555416.1142325
3804,1139040.1634315
3805,3091434.16247
3806,180013113.442947
3807,1481106.521007
3808,29890243.9255835
3809,12104491.0676735
3810,108119848.5534005
3811,43772290.6778745
3812,35822317.0117025
3813,3578029.6135455
3814,11288497.628649
3815,3281508.82407
3816,66301470.4699075
3817,140885264.395964
3818,36801621.736833
3819,3391509.920336
3820,1469996.454896
3821,2220150.4838575
3822,4083378.4821755
3823,21015118.6480705
3824,10924324.45964
3825,5572998.2994355
3826,11760944.1111655
3827,11914386.861608
3828,2503845.262828
3829,15531013.849202
3830,10063060.406897
3831,95069107.068883
3832,77915816.412108
3833,14695756.4321175
3834,45204194.392921
3835,151346915.537682
3836,17415467.5041195
3837,220015071.15260297
3838,114963051.02734092
3839,182212583.70193744
3840,8803348.1347865
3841,229141716.2960292
3842,128826010.1187805
3843,77216332.35858
3844,3630738.6084225
3845,199652952.50479975
3846,8773321.529385
3847,4625675.613097
3848,10047386.0309225
3849,13339259.6505925
3850,36429866.726337
3851,62968545.0905335
3852,107603589.498971
3853,5115499.688776
3854,1016937.6804255
3855,60367456.681627
3856,6777503.3243585
3857,28694749.3010705
3858,101721276.4867315
3859,7295062.337068
3860,2892615.1393275
3861,63325791.0428115
3862,75854138.745501
3863,39069291.177695
3864,6922980.073028
3865,27905841.2896965
3866,7252962.1041825
3867,6432699.359394
3868,2781811.3213365
3869,81748854.6181385
3870,124537821.2773836
3871,378890051.9135048
3872,170708576.5899685
3873,21669123.2316675
3874,16733325.9386385
3875,78571030.458517
3876,202012680.86418605
3877,18316939.7148435
3878,3958460.6811805
3879,3395275.9022835
3880,27969051.281781
3881,211039777.496137
3882,26884178.992138
3883,5907887.0113755
3884,6498799.400181
3885,5751043.6102615
3886,1477729.3008105
3887,13003797.4688435
3888,1248199.4090855
3889,1064936.307252
3890,6139317.568494
3891,9963957.2748535
3892,372772381.65214694
3893,259360045.07234532
3894,3958787.7435215
3895,35571859.757314
3896,57939156.6396755
3897,3800817.338641
3898,207933998.12194288
3899,2099017.290315
3900,2227279.9207005
3901,3250836.4979665
3902,2408106.838059
3903,1570457.5952805
3904,86306201.355834
3905,24301409.440776
3906,2201571.5948405
3907,6167201.0305695
3908,160377540.6375125
3909,11736182.6803445
3910,13324421.682154
3911,289494683.11868834
3912,230042519.32205248
3913,422697790.190798
3914,224274076.44198447
3915,4779423.950236
3916,43260456.539828
3917,431682809.57015175
3918,463579965.9784019
3919,566210514.8293463
3920,163678984.3709285
3921,87837246.158029
3922,45365103.1778525
3923,2843381.0207575
3924,194047914.60092193
3925,3786833.499996
3926,231534355.84354177
3927,268560289.23778546
3928,290196484.3563981
3929,120669774.098279
3930,42350924.5291035
3931,7932425.034505
3932,52702649.3672615
3933,41460916.655599
3934,4244554.12701
3935,40194459.056997
3936,6832872.749365
3937,6313413.7831715
3938,10603238.584367
3939,10029477.359975
3940,55307731.4441525
3941,5567780.032875
3942,3292939.063765
3943,6567406.203759
3944,9043440.1443275
3945,12034977.4721525
3946,2270078.245902
3947,20230958.9547275
3948,58249766.95097
3949,21146565.932398
3950,24205868.0150855
3951,8778889.4951205
3952,16308941.681786
3953,10529155.435676
3954,3172941.7838875
3955,28674973.792931
3956,33194564.5150165
3957,5568590.550775
3958,8737269.489401
3959,7651734.8071255
3960,10613974.0639235
3961,9775679.3711765
3962,4814524.3730475
3963,6165975.6763235
3964,6858883.7465865
3965,2203583.600784
3966,2989982.993964
3967,1980204.0726935
3968,3413586.8161675
3969,3326535.0224645
3970,4708762.0858785
3971,1523160.6569085
3972,93819608.9627925
3973,119367600.0383185
3974,127102822.551446
3975,27708554.7202865
3976,17668727.20625
3977,48930633.636368
3978,16468121.129336
3979,169821375.483558
3980,3489201.023735
3981,171048795.7598455
3982,2422474.97313
3983,2842841.8403305
3984,24197659.317715
3985,17967231.8371405
3986,3017887.341566
3987,2640170.796956
3988,17202327.767281
3989,8579489.8385295
3990,1685110.5765945
3991,3430635.957022
3992,1775722.8323595
3993,12365849.3515915
3994,6608841.29653
3995,2993735.1249265
3996,50144971.9799105
3997,2807647.2736315
3998,3726446.020703
3999,69343580.3960215
4000,25129013.1099675
4001,36230123.5613705
4002,38285373.331444
4003,11244765.4591205
4004,3587359.719206
4005,63782072.1682265
4006,6293078.3516725
4007,19366061.37296
4008,13471194.3673685
4009,44844801.3329565
4010,3581289.273459
4011,24607195.0442015
4012,43709993.575185
4013,12381060.2864945
4014,49109246.124414
4015,10350523.881485
4016,5307382.0228205
4017,32185838.660982
4018,76829802.6104775
4019,25272992.916544
4020,16650683.0972315
4021,42619049.262843
4022,49908755.1545935
4023,39854270.9536425
4024,3196554.7148495
4025,6950371.5763075
4026,2395131.6349045
4027,64812156.1374585
4028,158905460.2830385
4029,5595690.108645
4030,7382371.2147335
4031,110456343.934308
4032,51647237.284133
4033,105284072.631209
4034,96165348.85946
4035,35934443.6359995
4036,98001762.693402
4037,4770616.652985
4038,6517894.128197
4039,5892856.8151865
4040,55388262.392536
4041,39970141.9004105
4042,3029644.2851765
4043,2555926.754877
4044,13685416.222302
4045,4054198.660898
4046,1100441.928129
4047,8099240.933612
4048,7162439.945044
4049,2987552.57817
4050,3695118.4361435
4051,1038660.0873855
4052,3345905.546241
4053,1087355.129107
4054,1589058.3488815
4055,1913753.420624
4056,1439751.322187
4057,1053979.8537245
4058,7177657.21533
4059,2891719.9728545
4060,1803864.7313755
4061,5048672.0721025
4062,4804867.6686665
4063,207771000.54395273
4064,55763016.578016
4065,82714724.933931
4066,3627723.8185395
4067,12121341.687875
4068,67070753.454492
4069,3816375.5231485
4070,126762024.197983
4071,164228473.6909335
4072,184598912.08937103
4073,4396999.2805385
4074,7030635.4493365
4075,139149620.054438
4076,15070397.5929435
4077,65898192.944998
4078,36160218.3548775
4079,181554285.0754524
4080,2987259.320176
4081,3035089.6183465
4082,2350308.6432095
4083,2348254.139433
4084,40310160.359584
4085,61471370.581507
4086,254081816.33681908
4087,274519647.8934044
4088,86539206.616333
4089,214879459.988539
4090,5976981.0246005
4091,112049089.2767055
4092,3175035.5141695
4093,120975794.3460435
4094,7827994.0353265
4095,117807155.8665735
4096,47785238.843156
4097,14601095.5103025
4098,97787742.465989
4099,57104741.6931565
4100,127153342.1114775
4101,73526544.6297355
4102,176457494.2021775
4103,43735712.276548
4104,11379298.677389
4105,10340879.428188
4106,43894750.3121365
4107,4692510.197004
4108,3789394.3608755
4109,1386902.3851535
4110,35374620.0405695
4111,2361845.0303025
4112,35402867.1298195
4113,1705673.471228
4114,3940432.0468975
4115,1943795.0379035
4116,39287543.6954835
4117,18552362.468659
4118,38965599.4487765
4119,6086164.820825
4120,5244525.537537
4121,1596171.971883
4122,36533806.981727
4123,160732921.8723305
4124,14527769.507387
4125,232358609.0941654
4126,252895700.05160463
4127,275296073.3420592
4128,261132619.26302493
4129,38045991.606464
4130,363111623.0722573
4131,269932864.97977287
4132,13314820.32866
4133,164648834.4490815
4134,50871516.1212785
4135,33916000.6415735
4136,2674067.868875
4137,3576237.046763
4138,2808860.7118125
4139,1647980.1029695
4140,3587230.4312125
