usual residence : 2011 census merged local authority district,Clackmannanshire,Dumfries and Galloway,East Ayrshire,East Lothian,East Renfrewshire,Eilean Siar,Falkirk,Fife,Highland,Inverclyde,Midlothian,Moray,North Ayrshire,Orkney Islands,Perth and Kinross,Scottish Borders,Shetland Islands,South Ayrshire,South Lanarkshire,Stirling,Aberdeen City,Aberdeenshire,Argyll and Bute,City of Edinburgh,Renfrewshire,West Dunbartonshire,West Lothian,Angus,Dundee City,North Lanarkshire,East Dunbartonshire,Glasgow City
Barnet,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,2,0,0,6,1,5,1,1,1,1,0,1
Bexley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,3
Brent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,1,4,0,0,2,0,0,2,0,0,2,0,2
Bromley,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,4,0,0,1,2,0,5,0,2
Camden,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,6,0,0,0,1,0,5,0,5
Croydon,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,5,0,4,1,0,1,0,0,1,0,0,4,0,3
Ealing,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,4,4,0,0,3,0,2,0,4
Enfield,0,0,0,0,0,1,1,0,4,0,0,0,1,0,2,0,0,0,0,1,2,1,0,5,1,0,0,1,0,0,0,2
Greenwich,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,2,1,0,4,1,0,2,2,0,5,0,7
Hackney,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,0,1,0,0,1,0,0,8,0,3
Hammersmith and Fulham,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1,0
Haringey,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,3,4,0,5,0,0,0,0,1,4,0,3
Harrow,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,4
Havering,0,0,0,0,0,0,0,3,0,0,1,0,1,0,3,0,0,0,1,0,0,0,2,3,0,0,0,1,0,1,0,1
Hillingdon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,1,0,0,0,0,1
Hounslow,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,3,1,0,1,1,0,1,0,9
Islington,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,1,0,1,0,0,4,0,5
Kensington and Chelsea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,7,4,0,2,0,0,0,0,0,3,0,1
Kingston upon Thames,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1
Lambeth,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,2,0,3,7,0,0,1,0,0,6,0,0
Lewisham,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,7,0,0,5,0,0,1,2,0,10,0,3
Merton,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2,0,0,4,0,1
Newham,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,3,0,1,1,0,8,1,0,2,0,0,0,0,4
Redbridge,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,3,0,0,0,3,2,0,0,2,0,0,5,0,3
Richmond upon Thames,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,3
Southwark,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,7,0,1,0,0,4,0,0,0,0,2,8,0,3
Sutton,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,3,2,0,0,3,0,2,0,0
Tower Hamlets,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,16,0,1,1,1,11,1,0,0,0,0,9,0,2
Waltham Forest,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,1,0,0,2,0,4
Wandsworth,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,0,0,6,2,0,2,0,0,6,1,3
"Westminster,City of London",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,2,1,0,4,0,0,1,1,0,3,0,1
Medway,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,0,0,5,0,0,0,0,1
Bracknell Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
West Berkshire,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
Reading,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,1
Slough,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,3
Windsor and Maidenhead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,0,0,0,0,5
Wokingham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,1,0,0,0,0,0
Milton Keynes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,1,0,4
Brighton and Hove,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,2
Portsmouth,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,0,12,1,0,1,0,2,0,12,1,7
Southampton,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,2,1,2,0,1,2,0,0,0,4
Isle of Wight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Aylesbury Vale,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,2,0,0,0,0,0
Chiltern,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
South Bucks,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
Wycombe,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0
Eastbourne,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0
Hastings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lewes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rother,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Wealden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Basingstoke and Deane,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0
East Hampshire,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
Eastleigh,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1
Fareham,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,0,0,3,2,0,0,1,0,1
Gosport,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,2,0,0,1,1,0,4,0,7
Hart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Havant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,2
New Forest,0,0,0,0,0,0,0,1,0,0,3,1,2,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1
Rushmoor,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,4
Test Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Winchester,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0
Ashford,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Canterbury,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,1,1,0,0,0,0,0,1,0,2
Dartford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,2,0,1
Dover,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gravesham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Maidstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
Sevenoaks,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
Shepway,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swale,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1
Thanet,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2
Tonbridge and Malling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,0,1
Tunbridge Wells,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
Cherwell,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3
Oxford,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0
South Oxfordshire,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vale of White Horse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,4,0,0,0,0,2
West Oxfordshire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Elmbridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0
Epsom and Ewell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Guildford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Mole Valley,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Reigate and Banstead,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
Runnymede,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1
Spelthorne,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
Surrey Heath,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Tandridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Waverley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Woking,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Adur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
Arun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,0,0,0,0,1,1
Chichester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Crawley,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5
Horsham,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Mid Sussex,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,0,1,0,0,0
Worthing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,0,3
Bath and North East Somerset,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0
"Bristol, City of",0,0,0,2,1,0,0,1,0,0,0,0,3,0,2,0,0,1,5,0,3,1,2,3,0,0,1,0,0,0,0,11
"Cornwall,Isles of Scilly",0,3,0,0,0,0,2,4,1,0,0,2,3,0,1,0,0,0,0,1,4,4,6,2,1,0,0,3,0,1,0,2
Wiltshire,0,0,0,0,0,0,0,0,2,0,0,2,5,1,0,0,1,3,8,0,3,0,3,4,0,0,0,1,0,1,0,5
North Somerset,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,3,0,1,0,0,1,0,0,2,2,0,1,0,3
South Gloucestershire,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,2,2,0,0,1,0,0,1,0,6
Plymouth,0,0,0,0,0,0,0,41,1,0,0,1,1,0,1,0,0,2,1,0,9,3,13,3,1,1,0,4,0,2,0,0
Torbay,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,4,0,2,3,0,0,1,0,0,0,0,4
Poole,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,3,1,3,0,0,0,0,2,0,0,0,3
Swindon,0,0,0,0,0,0,0,4,1,0,1,0,1,0,2,0,0,1,3,0,0,0,0,1,0,0,1,1,0,1,0,2
East Devon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1
Exeter,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0
Mid Devon,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2
North Devon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
South Hams,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Teignbridge,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Torridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Devon,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christchurch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Dorset,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1
North Dorset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Purbeck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
West Dorset,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Weymouth and Portland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cheltenham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,3
Cotswold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Forest of Dean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0
Gloucester,1,1,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2
Stroud,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
Tewkesbury,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mendip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Sedgemoor,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,1,0,0,3,0,0,0,2,0,1,0,2
South Somerset,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Taunton Deane,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,2,2,0,0,0,2
West Somerset,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Isle of Anglesey,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,3,1,1,0,3,0,0,0,0,0
Gwynedd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Conwy,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,3
Denbighshire,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Flintshire,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,2,1,1,8,0,0,1,2,0,0,0,2
Wrexham,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,2,0,0,2,0,0,1,3
Ceredigion,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
Pembrokeshire,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,0,0,1
Carmarthenshire,0,0,0,0,0,0,0,0,3,0,0,1,5,0,1,0,0,1,1,0,3,0,0,0,0,0,0,4,0,1,0,0
Swansea,0,1,0,0,0,0,0,2,0,0,0,0,3,1,2,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,3
Neath Port Talbot,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,7,0,1,0,0,0,0,1,0,0,0,0
Bridgend,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,2,1,0,2,0,0
The Vale of Glamorgan,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,8,2,0,0,0
Cardiff,0,3,0,0,0,0,0,1,1,0,0,0,2,0,3,1,0,0,2,1,2,0,2,1,1,0,1,2,0,6,0,3
Rhondda Cynon Taf,0,2,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,1,2,0,2,0,1,0,0,0,0,0,0,0
Caerphilly,0,1,1,0,0,0,0,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,4
Blaenau Gwent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Torfaen,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
Monmouthshire,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0
Newport,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,6,0,0
Powys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0
Merthyr Tydfil,0,1,5,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
