place of work : 2011 census merged local authority district,Clackmannanshire,Dumfries and Galloway,East Ayrshire,East Lothian,East Renfrewshire,Eilean Siar,Falkirk,Fife,Highland,Inverclyde,Midlothian,Moray,North Ayrshire,Orkney Islands,Perth and Kinross,Scottish Borders,Shetland Islands,South Ayrshire,South Lanarkshire,Stirling,Aberdeen City,Aberdeenshire,Argyll and Bute,City of Edinburgh,Renfrewshire,West Dunbartonshire,West Lothian,Angus,Dundee City,North Lanarkshire,East Dunbartonshire,Glasgow City
Barnet,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,2
Bexley,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Brent,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,1,1,2
Bromley,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,2,0,2,0,0,0,0,0
Camden,0,2,1,1,2,0,1,4,3,3,0,2,0,0,1,4,0,2,4,1,4,4,1,17,2,1,2,3,0,3,3,9
Croydon,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,3
Ealing,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,3,1,1,0,0,1,1,0,1
Enfield,0,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0,4,0,0,0,0,3
Greenwich,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Hackney,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,3,4,1,0,0,0,0,1,0,1
Hammersmith and Fulham,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,2,2,0,2,0,0,0,0,0,3,0,5
Haringey,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Harrow,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
Havering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Hillingdon,4,4,5,10,28,3,12,27,12,20,1,8,28,1,8,1,0,17,36,7,10,12,9,30,55,9,9,5,5,30,35,78
Hounslow,1,1,0,3,2,0,1,6,1,0,1,0,6,0,2,0,0,2,6,3,2,3,1,6,6,0,1,1,1,0,3,14
Islington,1,0,1,0,1,1,3,3,2,1,0,1,2,0,2,1,0,3,3,3,2,4,2,12,2,0,4,1,1,0,0,3
Kensington and Chelsea,0,0,0,0,0,1,0,3,2,0,1,0,1,0,1,2,1,0,0,0,0,0,0,4,1,0,0,1,1,0,1,2
Kingston upon Thames,0,0,0,2,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Lambeth,0,3,1,1,0,0,0,5,2,1,0,0,1,0,3,0,0,1,3,1,1,1,2,9,3,0,0,1,0,3,2,6
Lewisham,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
Merton,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Newham,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,2,0,2
Redbridge,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Richmond upon Thames,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0,1
Southwark,2,3,1,3,3,0,1,4,2,1,2,0,2,0,5,1,0,1,3,1,3,4,4,24,8,1,5,3,1,4,0,11
Sutton,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
Tower Hamlets,1,1,0,6,4,0,2,1,4,2,1,1,0,0,3,5,2,2,8,5,1,2,0,21,3,0,1,2,0,4,2,11
Waltham Forest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0
Wandsworth,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,2,0,0,1,0,0,0,1
"Westminster,City of London",5,9,6,14,13,2,5,25,18,5,6,13,9,1,24,11,1,13,13,12,9,13,12,75,8,3,16,7,7,14,5,36
Medway,1,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bracknell Forest,0,0,1,0,0,0,0,0,1,0,1,1,0,0,3,1,0,0,2,1,0,0,0,1,0,0,1,1,0,1,1,1
West Berkshire,0,0,0,0,1,0,0,3,1,0,0,0,1,0,1,0,0,1,3,1,0,0,1,3,0,0,1,1,0,0,1,3
Reading,0,0,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0,1,0,1,1,1,0,0,0,0,1,2
Slough,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,2,3,1,0,1,0,2,2,0,0,0,0,2,0,4
Windsor and Maidenhead,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,2,1,0,1,3,0,1,0,0,0,2,0,1
Wokingham,1,0,3,0,0,0,0,3,1,0,1,1,1,0,1,0,0,0,2,0,1,3,0,5,2,0,1,0,0,1,0,1
Milton Keynes,1,0,0,0,0,0,2,2,1,0,1,0,0,0,1,1,0,0,4,2,0,1,1,1,1,0,0,1,0,1,3,1
Brighton and Hove,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,3,0,1
Portsmouth,0,2,2,1,2,0,2,6,1,2,0,1,2,0,0,5,0,1,1,1,1,1,5,2,2,7,3,2,1,3,2,6
Southampton,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,2,1,1,1,0,0,0,1,0,0,2,2,0,1,2
Isle of Wight,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Aylesbury Vale,1,1,0,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,0,3
Chiltern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
South Bucks,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wycombe,0,0,0,0,2,0,0,3,3,0,0,7,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,1,1,1
Eastbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hastings,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lewes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Rother,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Wealden,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Basingstoke and Deane,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2,0,1
East Hampshire,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Eastleigh,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
Fareham,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,2,0,0,3,2,0,0,0,1,0,0,0,0,0
Gosport,0,0,1,0,1,0,0,4,0,0,0,0,1,0,0,0,0,0,2,0,1,0,3,1,0,0,0,0,0,1,0,3
Hart,0,0,1,0,1,0,0,2,2,0,1,6,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2,1,0
Havant,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
New Forest,0,0,0,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rushmoor,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,2,0,1,2,0,1,0,0,1,1,0,0,1,2
Test Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0
Winchester,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,4,0,0,1,1,1,0,0,2,2,0,1,0,0
Ashford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Canterbury,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0
Dartford,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dover,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gravesham,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maidstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Sevenoaks,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Shepway,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swale,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Thanet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tonbridge and Malling,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Tunbridge Wells,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cherwell,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,2,0,0
Oxford,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,4,0,0,1,0,0,3,0,3
South Oxfordshire,0,0,0,0,0,0,0,4,1,0,0,6,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Vale of White Horse,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,0,3,2,0,1,1,4,3,0,0,0,1,1,0,1
West Oxfordshire,0,0,0,0,0,0,0,1,1,0,1,9,1,0,0,0,0,0,4,0,0,0,1,1,1,0,0,2,1,0,0,0
Elmbridge,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0
Epsom and Ewell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Guildford,0,0,0,0,2,0,1,0,0,0,1,0,1,0,2,0,0,0,3,1,0,0,1,0,3,0,0,0,0,2,1,10
Mole Valley,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,1
Reigate and Banstead,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0
Runnymede,2,0,0,1,1,0,2,1,0,0,1,0,0,0,1,0,0,0,2,2,2,2,0,4,0,0,0,0,2,0,0,2
Spelthorne,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,12,8,0,2,4,1,1,1,0,1,2,0
Surrey Heath,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,0,3,1,0,0,0,0
Tandridge,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Waverley,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3
Woking,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,3,0,0,0,1,1,0,0,0,1,0,0,0
Adur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chichester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2
Crawley,0,1,2,0,2,0,0,3,1,1,1,2,1,0,0,0,0,2,2,3,0,1,0,2,1,2,0,0,0,1,0,3
Horsham,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
Mid Sussex,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Worthing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Bath and North East Somerset,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2
"Bristol, City of",0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,2,0,1,2,0,1,1,1,4,1,0,0,0,0,0,0,0
"Cornwall,Isles of Scilly",0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,0,0,4,2,1
Wiltshire,0,2,2,0,0,1,2,6,6,0,1,4,3,0,3,1,0,3,4,0,0,1,0,2,1,0,1,2,1,2,2,1
North Somerset,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
South Gloucestershire,0,1,1,0,1,0,0,4,1,1,0,2,0,0,3,1,0,2,0,1,1,0,5,4,3,3,2,0,1,3,1,4
Plymouth,0,1,1,2,1,0,1,6,1,1,1,0,1,0,2,0,0,3,3,1,0,1,10,3,0,4,1,2,1,1,2,5
Torbay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Bournemouth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0
Poole,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
Swindon,0,1,0,2,0,0,0,1,0,0,1,2,0,0,2,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0
East Devon,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1
Exeter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mid Devon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Devon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Hams,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Teignbridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Devon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Christchurch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
East Dorset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Dorset,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Purbeck,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
West Dorset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weymouth and Portland,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheltenham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Cotswold,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1
Forest of Dean,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gloucester,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Stroud,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Tewkesbury,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,1,0,1
Mendip,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sedgemoor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Somerset,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0
Taunton Deane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0
West Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clackmannanshire,3212,1,4,3,10,0,365,228,4,0,8,0,1,0,102,1,0,2,22,502,0,1,2,36,7,7,48,5,4,88,26,37
Dumfries and Galloway,0,17225,128,1,3,0,3,10,1,6,0,2,36,0,2,32,0,93,82,2,1,3,3,15,7,2,3,3,0,19,5,33
East Ayrshire,3,79,8925,1,202,0,4,4,0,28,2,1,1733,0,0,1,0,1531,242,4,0,1,4,4,91,11,9,0,0,68,26,239
East Lothian,6,1,1,5889,1,0,36,69,3,0,481,0,0,0,15,321,0,1,25,11,0,2,0,1176,4,0,93,1,2,14,3,21
East Renfrewshire,2,2,198,3,2229,0,11,4,5,42,1,0,116,0,1,0,0,53,451,11,0,0,14,3,552,29,6,0,0,98,66,1222
Eilean Siar,0,1,0,0,0,3369,0,3,15,0,0,4,0,0,1,1,0,6,7,1,0,0,7,2,1,0,1,0,1,0,0,3
Falkirk,626,1,25,37,50,0,13584,556,5,14,34,1,25,0,119,24,0,9,208,1056,2,4,8,374,70,23,824,10,9,993,198,344
Fife,386,14,18,74,13,0,484,37929,14,8,89,10,7,1,954,38,1,4,89,167,3,13,12,1074,32,17,416,151,501,137,40,114
Highland,6,2,2,2,3,22,10,26,28902,7,3,523,6,10,27,6,0,3,8,7,15,41,60,18,5,8,5,10,4,16,2,17
Inverclyde,3,2,38,1,137,6,5,13,5,7312,0,2,603,0,1,1,1,40,88,10,0,0,127,6,831,104,4,0,0,49,84,399
Midlothian,10,6,6,799,1,0,94,154,0,3,4147,0,7,0,16,503,0,6,90,26,2,0,1,1787,7,5,303,5,1,56,7,27
Moray,0,1,1,4,1,6,4,40,402,1,1,10690,0,3,6,1,0,0,2,1,10,268,23,11,0,0,7,10,13,4,2,7
North Ayrshire,1,35,1159,3,92,0,6,8,6,148,1,0,9688,0,1,0,0,1099,99,2,1,1,10,6,321,28,0,0,0,38,30,231
Orkney Islands,0,0,1,0,1,4,4,0,22,0,0,4,0,2755,1,1,0,1,1,2,2,1,8,1,2,0,0,2,0,3,0,2
Perth and Kinross,141,3,4,8,11,0,108,1281,23,0,7,4,4,0,14693,8,0,3,20,278,2,15,5,134,9,4,50,513,774,36,17,51
Scottish Borders,0,38,3,128,3,0,7,14,2,1,124,0,1,0,9,11872,1,0,71,1,0,1,1,161,3,0,24,0,0,5,0,1
Shetland Islands,4,2,0,1,1,3,3,6,14,1,0,0,2,4,1,1,3481,1,3,1,22,31,0,2,5,1,1,1,1,3,1,4
South Ayrshire,3,67,2911,0,108,0,6,9,1,19,0,0,1308,0,2,3,1,9708,141,3,2,0,8,10,96,10,6,0,2,58,17,212
South Lanarkshire,35,69,544,31,1084,1,209,92,6,84,31,1,203,0,34,65,0,173,22235,91,2,3,28,136,531,164,318,3,10,5399,442,3040
Stirling,2124,4,12,18,43,2,2476,306,14,8,26,0,13,0,431,17,0,11,187,6821,5,1,40,272,53,97,223,20,25,509,222,296
Aberdeen City,11,13,16,15,11,35,47,207,184,10,8,397,43,19,93,14,30,13,47,26,27303,16038,9,81,26,16,37,793,158,64,16,74
Aberdeenshire,7,9,1,2,2,3,5,48,44,5,2,506,9,5,32,3,9,4,13,3,2771,20752,5,10,8,4,7,550,54,19,2,7
Argyll and Bute,21,6,30,4,38,14,25,70,82,199,5,19,70,6,8,4,0,14,62,57,2,7,9017,12,150,1105,12,14,3,53,69,206
City of Edinburgh,307,52,48,7571,183,2,2790,6253,51,34,6699,9,49,1,747,1976,3,53,959,685,25,42,27,55803,129,43,8258,53,108,1117,266,834
Renfrewshire,25,21,503,3,1511,1,98,31,6,1176,3,0,1387,0,30,9,0,340,878,96,4,3,196,49,12832,689,71,12,5,710,617,3580
West Dunbartonshire,10,4,36,0,135,0,27,9,2,141,0,3,87,0,9,0,0,23,173,140,0,0,487,11,634,5580,19,2,1,201,572,1517
West Lothian,121,9,39,196,61,1,1404,772,7,18,304,2,20,0,102,104,0,23,884,176,0,3,10,2059,58,28,15729,16,28,1631,88,392
Angus,6,1,2,2,1,0,4,140,8,0,1,1,2,0,256,1,0,0,3,9,22,327,4,10,1,1,3,9258,1011,5,1,3
Dundee City,28,0,1,4,0,0,27,1989,8,0,8,1,1,0,1880,1,0,3,3,59,15,43,2,97,3,6,19,4475,14336,21,9,23
North Lanarkshire,143,33,198,31,398,1,1176,193,5,71,46,3,129,0,90,23,0,101,5887,346,4,2,28,226,403,166,783,10,7,25474,979,2618
East Dunbartonshire,16,6,30,7,96,0,123,14,1,27,4,0,40,0,4,1,0,18,284,158,1,2,37,17,181,278,31,1,3,941,3482,1449
Glasgow City,213,73,2004,93,6866,9,1292,327,40,1522,54,7,2137,2,192,54,1,1102,12036,1269,14,15,729,810,8258,3849,721,26,25,10700,8225,52141
Isle of Anglesey,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0
Gwynedd,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Conwy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denbighshire,0,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,2
Flintshire,0,0,1,1,3,0,0,1,0,1,1,0,1,0,0,0,0,0,2,1,0,1,0,7,1,0,0,0,0,0,0,2
Wrexham,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ceredigion,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Pembrokeshire,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
Carmarthenshire,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Swansea,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Neath Port Talbot,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bridgend,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1
The Vale of Glamorgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
Cardiff,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,3
Rhondda Cynon Taf,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
Caerphilly,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1
Blaenau Gwent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torfaen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Monmouthshire,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newport,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,1
Powys,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
Merthyr Tydfil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
